FileName,ShowName,FullFileLength,SegmentID,SegmentLength,SegmentStart,SegmentEnd,SpeakerAge,SpeakerGender,SpeakerDialect,Environment,Speaker,GroundTruthText,ProcessedText,Category,SegmentPath
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0021,10.0,216.0,226.0,Adult,Male,North,Noisy,Speaker_2,ما تلاعلي اليوم المضاء ها هذي الطول المضارح ياري تشوفوش فيها راشا الله,ما تلاعلي اليوم المضاء ها هذي الطول المضارح ياري تشوفوش فيها راشا الله,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0021.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0022,10.0,225.0,235.0,Adult,Male,North,Noisy,Speaker_3,الوالد يحكي الحياة هنا,الوالد يحكي الحياة هنا,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0022.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0023,10.0,234.0,244.0,Adult,Male,North,Noisy,Speaker_4,أبوي وجدي الله يرحمه الناس هفت الرجال,ابوي وجدي الله يرحمه الناس هفت الرجال,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0023.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0024,10.0,243.0,253.0,Child,Unknown,North,Noisy,Speaker_5,رجال اللي يقول اه شو اسمه اللي يقول بابي رمال وشلون راقبينه راقبينه,رجال اللي يقول اه شو اسمه اللي يقول بابي رمال وشلون راقبينه راقبينه,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0024.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0025,10.0,252.0,262.0,Child,Male,North,Noisy,Speaker_1,اي كان الشكل ايه والله فالمثل اللي يقول المربق التام,اي كان الشكل ايه والله فالمثل اللي يقول المربق التام,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0025.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0026,10.0,261.0,271.0,Adult,Male,North,Noisy,Speaker_2,الله أكبر سبحان الله الواحدة هالولف مع الناس,الله اكبر سبحان الله الواحدة هالولف مع الناس,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0026.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0027,10.0,270.0,280.0,Child,Male,North,Noisy,Speaker_3,يلا. يلا. ما عندكم مطاعم? لا والله. وراه. والله هذي.,يلا يلا ما عندكم مطاعم لا والله وراه والله هذي,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0027.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0028,10.0,279.0,289.0,Child,Female,North,Noisy,Speaker_4,والله هذه كسبة الله والله نعمة المضاعف زود خير يا رب لك الحمد لله هذا محل الوالد الله,والله هذه كسبة الله والله نعمة المضاعف زود خير يا رب لك الحمد لله هذا محل الوالد الله,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0028.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0029,10.0,288.0,298.0,Adult,Male,North,Noisy,Speaker_5,محل الوالد الله. الله مبيع. مبيع رحمه. يا جماعة يا جماعة الجنة ان شاء الله. ان شاء الله. هذا حين بيملبل ان شاء الله. هذا,محل الوالد الله الله مبيع مبيع رحمه يا جماعة يا جماعة الجنة ان شاء الله ان شاء الله هذا حين بيملبل ان شاء الله هذا,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0029.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0030,10.0,297.0,307.0,Adult,Male,North,Noisy,Speaker_1,هذا المسجد هذا المسجد القديم هذا هذا هذا طالما,هذا المسجد هذا المسجد القديم هذا هذا هذا طالما,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0030.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0031,10.0,306.0,316.0,Child,Unknown,North,Noisy,Speaker_2,هذا طالما قصر عثمان ابن حمود الدواس أنفيد التميل هم زهب الطراق الله يرحمه الله يرحمه الله يرحمه ليش هذا اسم؟,هذا طالما قصر عثمان ابن حمود الدواس انفيد التميل هم زهب الطراق الله يرحمه الله يرحمه الله يرحمه ليش هذا اسم,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0031.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0032,10.0,315.0,325.0,Child,Female,North,Noisy,Speaker_3,والله انه يضيف على ماديل الضيف ويزهبه الضيف على ماديل اكثر الناس يضيف لو انك الوقت قليل من الحياة,والله انه يضيف علي ماديل الضيف ويزهبه الضيف علي ماديل اكثر الناس يضيف لو انك الوقت قليل من الحياة,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0032.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0033,10.0,324.0,334.0,Child,Female,North,Noisy,Speaker_4,من القلب ما هو يعني يبخل أو شيء من القلب لكنه هو يضيف ويزهب الله يرحم يعني الزهاب المأكل والمشرب الله الله,من القلب ما هو يعني يبخل او شيء من القلب لكنه هو يضيف ويزهب الله يرحم يعني الزهاب الماكل والمشرب الله الله,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0033.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0034,10.0,333.0,343.0,Adult,Male,North,Noisy,Speaker_5,الله الله نعم الله الله لا لنفس المحظيفة,الله الله نعم الله الله لا لنفس المحظيفة,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0034.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0035,10.0,342.0,352.0,Adult,Male,North,Clear,Speaker_1,هذا حد المرثيات اللي صارت العثمان,هذا حد المرثيات اللي صارت العثمان,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0035.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0036,10.0,351.0,361.0,Adult,Female,North,Noisy,Speaker_2,الله يرحمه واحد شمر يسمى ساجر جاي يا بي عثمان طال عمرك ولعله عقبه فات وبيان ويقصر حد,الله يرحمه واحد شمر يسمي ساجر جاي يا بي عثمان طال عمرك ولعله عقبه فات وبيان ويقصر حد,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0036.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0037,10.0,360.0,370.0,Child,Female,North,Noisy,Speaker_3,ويقصر هالبني وهذا ويقصد يقول يا قصر بوسان من وحمود يا قصر ريف المناسيفي خلاك يا بني بن عربود,ويقصر هالبني وهذا ويقصد يقول يا قصر بوسان من وحمود يا قصر ريف المناسيفي خلاك يا بني بن عربود,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0037.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0038,10.0,369.0,379.0,Child,Female,North,Noisy,Speaker_4,بن عربود. عربود مقاول هو اللي هو اللي يبني. اه كمان. هو على مدستاد بالبني. ويقول يا قصر ابو سالم وحمود يا قصر ريف المناتين.,بن عربود عربود مقاول هو اللي هو اللي يبني اه كمان هو علي مدستاد بالبني ويقول يا قصر ابو سالم وحمود يا قصر ريف المناتين,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0038.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0039,10.0,378.0,388.0,Child,Female,North,Music,Speaker_5,قصر الريف المناسي في خلاك يابني بن عربود رأى الصخى والعجري في عقب السعادة كلاها الدوء تسفى عليها العواصي الله يرحى هذا بشواء قصر,قصر الريف المناسي في خلاك يابني بن عربود راي الصخي والعجري في عقب السعادة كلاها الدوء تسفي عليها العواصي الله يرحي هذا بشواء قصر,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0039.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0040,10.0,387.0,397.0,Adult,Female,North,Noisy,Speaker_1,يعني مساحة ماهو لا ماهو مساحة الأولين ما خلوا للتالين شي شلون؟ الآن لو تجي لو كل أحد يصوت بعشب هلي,يعني مساحة ماهو لا ماهو مساحة الاولين ما خلوا للتالين شي شلون الان لو تجي لو كل احد يصوت بعشب هلي,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0040.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0041,10.0,396.0,406.0,Child,Female,North,Noisy,Speaker_2,بصوت بعشب هاللي. ما صار بصوت بلعش. ابن مهيد خذه. صح? صح. على طعمرك لو تجي لو تجي اه ابن كريم الجربة يقولوا له بخوده.,بصوت بعشب هاللي ما صار بصوت بلعش ابن مهيد خذه صح صح علي طعمرك لو تجي لو تجي اه ابن كريم الجربة يقولوا له بخوده,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0041.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0042,10.0,405.0,415.0,Child,Unknown,North,Noisy,Speaker_3,لبخوده. لو تروح لاي احد انه يقول خذ شيء خذ ما صار بخوده خذاها انت يا عبدالكريم الجرب. جاهب الطراجي عثمانة الله يا رحمه يغفر. عثمانة بن دو.,لبخوده لو تروح لاي احد انه يقول خذ شيء خذ ما صار بخوده خذاها انت يا عبدالكريم الجرب جاهب الطراجي عثمانة الله يا رحمه يغفر عثمانة بن دو,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0042.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0043,10.0,414.0,424.0,Adult,Unknown,North,Noisy,Speaker_4,في الأثمانة بن دواس زود على الطيب على الكرامة اللي هو يقدمها لها الرجال اللي هي أمرها وعنده جواب يمشون حط,في الاثمانة بن دواس زود علي الطيب علي الكرامة اللي هو يقدمها لها الرجال اللي هي امرها وعنده جواب يمشون حط,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0043.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0044,10.0,423.0,433.0,Adult,Unknown,North,Noisy,Speaker_5,خروج الركائب حط لهم طعام كمر من الشيء اللي لهم,خروج الركايب حط لهم طعام كمر من الشيء اللي لهم,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0044.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0045,10.0,432.0,442.0,Adult,Unknown,North,Noisy,Speaker_1,اللي هم يخدمهم بطريقهم ينقذهم سمي مزاح بالطراج عرف بمزاح بالطراج الحدث ذاك قبل كان,اللي هم يخدمهم بطريقهم ينقذهم سمي مزاح بالطراج عرف بمزاح بالطراج الحدث ذاك قبل كان,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0045.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0046,10.0,441.0,451.0,Adult,Male,North,Noisy,Speaker_2,قبل كان أثمان بن دواس توفي تقريبا ألف,قبل كان اثمان بن دواس توفي تقريبا الف,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0046.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0047,10.0,450.0,460.0,Adult,Male,North,Clear,Speaker_3,تقريبا 1343 أو 1343 هذا سنوات هنا هذا تقريبا وفات,تقريبا 1343 او 1343 هذا سنوات هنا هذا تقريبا وفات,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0047.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0048,10.0,459.0,469.0,Adult,Male,North,Noisy,Speaker_4,تقعد من هنا شوف هذا بقى قصب أنا أريد أن أشدكم سام تالو ذاك يقول,تقعد من هنا شوف هذا بقي قصب انا اريد ان اشدكم سام تالو ذاك يقول,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0048.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0049,10.0,468.0,478.0,Child,Unknown,North,Noisy,Speaker_5,تلو ذاك اللي يقول كلنا من على مقال البيوت الخالد يحسب عمار الداري يا سعود جدراء المثل عمار الداري شو ده حلو نعم ما دامر حلو هلو,تلو ذاك اللي يقول كلنا من علي مقال البيوت الخالد يحسب عمار الداري يا سعود جدراء المثل عمار الداري شو ده حلو نعم ما دامر حلو هلو,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0049.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0050,10.0,477.0,487.0,Adult,Unknown,North,Noisy,Speaker_1,كنتام رحلة وهلأ ايه وشو رتقيت هالجدران ما رحلة وهلأ هلأ باقين بقى ما رحل اشتاق نعم هنها عشان مقعدنا بهذا,كنتام رحلة وهلا ايه وشو رتقيت هالجدران ما رحلة وهلا هلا باقين بقي ما رحل اشتاق نعم هنها عشان مقعدنا بهذا,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0050.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0051,10.0,486.0,496.0,Child,Female,North,Noisy,Speaker_2,لماذا نقعد في هذا إلا لغالة شباننا وغالة أهلنا وعلى ماذا وربوعنا اللي خذتهم على قدار على قلتهم بس وراء ما يهدم ذاوية,لماذا نقعد في هذا الا لغالة شباننا وغالة اهلنا وعلي ماذا وربوعنا اللي خذتهم علي قدار علي قلتهم بس وراء ما يهدم ذاوية,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0051.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0052,10.0,495.0,505.0,Adult,Male,North,Noisy,Speaker_3,لا يهدم ذا و يغادر حين ثاني ماذا قصدك؟ يرمم؟ لا لا يهدم ماذا فعلت؟ حوذ بالله,لا يهدم ذا و يغادر حين ثاني ماذا قصدك يرمم لا لا يهدم ماذا فعلت حوذ بالله,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0052.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0053,10.0,504.0,514.0,Adult,Female,North,Noisy,Speaker_4,كل يوم نشوفها جدد يا شيخ كل شي هلا تبتعد,كل يوم نشوفها جدد يا شيخ كل شي هلا تبتعد,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0053.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0054,10.0,513.0,523.0,Adult,Female,North,Music,Speaker_5,هذا غلاه من غلاه يا ابو طبعا يتصيح حسبك صديق في الهدم الثرح فالقصة,هذا غلاه من غلاه يا ابو طبعا يتصيح حسبك صديق في الهدم الثرح فالقصة,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0054.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0055,10.0,522.0,532.0,Adult,Female,North,Music,Speaker_1,فرح في الناس حمد لله هو ما هنا طال عمرك دفن يام يطلع,فرح في الناس حمد لله هو ما هنا طال عمرك دفن يام يطلع,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0055.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0056,10.0,531.0,541.0,Adult,Female,North,Music,Speaker_2,اشتركوا في القناة,اشتركوا في القناة,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0056.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0057,10.0,540.0,550.0,Adult,Female,North,Music,Speaker_3,دوره ست أيام يا أمير ست أيام ست أيام ست أيام يا رجاء والله الحمد لله والله برد الأيام هذه بعد النزيل بعد النزيل عثمان رحمة الله عليه,دوره ست ايام يا امير ست ايام ست ايام ست ايام يا رجاء والله الحمد لله والله برد الايام هذه بعد النزيل بعد النزيل عثمان رحمة الله عليه,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0057.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0058,10.0,549.0,559.0,Adult,Unknown,North,Clear,Speaker_4,و رحمة الله عليها مثل ما قلت لك طلع صيت و ذكره علمه و غانم و فزعه و نخوه و كرم و طيب,و رحمة الله عليها مثل ما قلت لك طلع صيت و ذكره علمه و غانم و فزعه و نخوه و كرم و طيب,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0058.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0059,10.0,558.0,568.0,Adult,Male,North,Clear,Speaker_5,طيب بكل علم طيب حاشو هاو ثامر عاش كله بنت,طيب بكل علم طيب حاشو هاو ثامر عاش كله بنت,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0059.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0060,10.0,567.0,577.0,Adult,Male,North,Clear,Speaker_1,يأخذه وناقص عليه ماده ما عنده شيء وقال لنا ما لنا عثمان راح يام عثمان,ياخذه وناقص عليه ماده ما عنده شيء وقال لنا ما لنا عثمان راح يام عثمان,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0060.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0061,10.0,576.0,586.0,Elderly,Male,North,Clear,Speaker_2,راح يام عثمان قال الله يحييه والله هو يجي بضيافة,راح يام عثمان قال الله يحييه والله هو يجي بضيافة,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0061.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0062,10.0,585.0,595.0,Adult,Unknown,North,Clear,Speaker_3,وبضيافته قال وش عندك يا ثامر قال أنا والله يا عثمان أبيلي السيارة أبيلي جمال أبيلي التبلجي,وبضيافته قال وش عندك يا ثامر قال انا والله يا عثمان ابيلي السيارة ابيلي جمال ابيلي التبلجي,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0062.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0063,10.0,594.0,604.0,Adult,Male,North,Clear,Speaker_4,بيجي. كان عثمان عندي ثلاث سيارة. عندي جيب صلو. وعندي جيب شاص.,بيجي كان عثمان عندي ثلاث سيارة عندي جيب صلو وعندي جيب شاص,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0063.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0064,10.0,603.0,613.0,Adult,Unknown,North,Noisy,Speaker_5,وعندي ددس الغمارة لدي فهد شعري الفهد قال جيب الصلون لكل أهله وددس الغمارة الفهد وماريا عثمان,وعندي ددس الغمارة لدي فهد شعري الفهد قال جيب الصلون لكل اهله وددس الغمارة الفهد وماريا عثمان,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0064.wav
audio_files_16kHz/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان.wav,ثمانية,1916.041,مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0065,10.0,612.0,622.0,Adult,Unknown,North,Noisy,Speaker_1,أم ماريا عثمان أبيها الشخص قال فدوة رأسك إثام نعم سوى قصيده قال يطير يموم يالجنحان مر الحبيب عنيق,ام ماريا عثمان ابيها الشخص قال فدوة راسك اثام نعم سوي قصيده قال يطير يموم يالجنحان مر الحبيب عنيق,Documentary,/kaggle/working/segmented_south_north_16/segments/مزهّب الطراقي_ الحفاوة والكرم في جفيفاء حائل _ فلان_0065.wav
